"LoincNumber","PartNumber","PartTypeName","PartSequenceOrder","PartName"
"83909-2","LP173418-7","Document.Kind","1","Note"
"83909-2","LP173110-0","Document.TypeOfService","1","Consultation"
"83909-2","LP173061-5","Document.Setting","1","{Setting}"
"83909-2","LP173014-4","Document.SubjectMatterDomain","1","Public health"
"83910-0","LP173418-7","Document.Kind","1","Note"
"83910-0","LP173061-5","Document.Setting","1","{Setting}"
"83910-0","LP173014-4","Document.SubjectMatterDomain","1","Public health"
"83911-8","LP173418-7","Document.Kind","1","Note"
"83911-8","LP173205-8","Document.TypeOfService","1","Admission evaluation"
"83911-8","LP173061-5","Document.Setting","1","{Setting}"
"83911-8","LP173015-1","Document.SubjectMatterDomain","1","Pulmonary disease"
"83912-6","LP173418-7","Document.Kind","1","Note"
"83912-6","LP173110-0","Document.TypeOfService","1","Consultation"
"83912-6","LP173056-5","Document.Setting","1","Patient's home"
"83912-6","LP173015-1","Document.SubjectMatterDomain","1","Pulmonary disease"
"83913-4","LP173418-7","Document.Kind","1","Note"
"83913-4","LP173056-5","Document.Setting","1","Patient's home"
"83913-4","LP173015-1","Document.SubjectMatterDomain","1","Pulmonary disease"
"83914-2","LP173418-7","Document.Kind","1","Note"
"83914-2","LP173226-4","Document.TypeOfService","1","Transfer summary"
"83914-2","LP173065-6","Document.Setting","1","Hospital"
"83914-2","LP173015-1","Document.SubjectMatterDomain","1","Pulmonary disease"
"83915-9","LP173418-7","Document.Kind","1","Note"
"83915-9","LP173051-6","Document.Setting","1","Outpatient"
"83915-9","LP173015-1","Document.SubjectMatterDomain","1","Pulmonary disease"
"83916-7","LP173418-7","Document.Kind","1","Note"
"83916-7","LP173059-9","Document.Setting","1","Telephone encounter"
"83916-7","LP173015-1","Document.SubjectMatterDomain","1","Pulmonary disease"
"83917-5","LP173418-7","Document.Kind","1","Note"
"83917-5","LP173065-6","Document.Setting","1","Hospital"
"83917-5","LP173016-9","Document.SubjectMatterDomain","1","Radiation oncology"
"83918-3","LP173418-7","Document.Kind","1","Note"
"83918-3","LP173051-6","Document.Setting","1","Outpatient"
"83918-3","LP173016-9","Document.SubjectMatterDomain","1","Radiation oncology"
"83919-1","LP173418-7","Document.Kind","1","Note"
"83919-1","LP173059-9","Document.Setting","1","Telephone encounter"
"83919-1","LP173016-9","Document.SubjectMatterDomain","1","Radiation oncology"
"83920-9","LP173418-7","Document.Kind","1","Note"
"83920-9","LP173061-5","Document.Setting","1","{Setting}"
"83920-9","LP173016-9","Document.SubjectMatterDomain","1","Radiation oncology"
"83920-9","LP173095-3","Document.Role","1","Therapist"
"83921-7","LP173418-7","Document.Kind","1","Note"
"83921-7","LP173221-5","Document.TypeOfService","1","Discharge summary"
"83921-7","LP173061-5","Document.Setting","1","{Setting}"
"83921-7","LP173019-3","Document.SubjectMatterDomain","1","Recreational therapy"
"83922-5","LP173418-7","Document.Kind","1","Note"
"83922-5","LP173047-4","Document.Setting","1","Custodial care facility"
"83922-5","LP173019-3","Document.SubjectMatterDomain","1","Recreational therapy"
"83923-3","LP173418-7","Document.Kind","1","Note"
"83923-3","LP173117-5","Document.TypeOfService","1","Education"
"83923-3","LP173061-5","Document.Setting","1","{Setting}"
"83923-3","LP173019-3","Document.SubjectMatterDomain","1","Recreational therapy"
"83924-1","LP173418-7","Document.Kind","1","Note"
"83924-1","LP173065-6","Document.Setting","1","Hospital"
"83924-1","LP173019-3","Document.SubjectMatterDomain","1","Recreational therapy"
"83925-8","LP173418-7","Document.Kind","1","Note"
"83925-8","LP173061-5","Document.Setting","1","{Setting}"
"83925-8","LP173019-3","Document.SubjectMatterDomain","1","Recreational therapy"
"83925-8","LP173072-2","Document.Role","1","Interdisciplinary"
"83926-6","LP173418-7","Document.Kind","1","Note"
"83926-6","LP173110-0","Document.TypeOfService","1","Consultation"
"83926-6","LP173046-6","Document.Setting","1","Long term care facility"
"83926-6","LP173019-3","Document.SubjectMatterDomain","1","Recreational therapy"
"83927-4","LP173418-7","Document.Kind","1","Note"
"83927-4","LP173046-6","Document.Setting","1","Long term care facility"
"83927-4","LP173019-3","Document.SubjectMatterDomain","1","Recreational therapy"
"83928-2","LP173418-7","Document.Kind","1","Note"
"83928-2","LP173051-6","Document.Setting","1","Outpatient"
"83928-2","LP173019-3","Document.SubjectMatterDomain","1","Recreational therapy"
"83929-0","LP173418-7","Document.Kind","1","Note"
"83929-0","LP173127-4","Document.TypeOfService","1","Risk assessment and screening"
"83929-0","LP173061-5","Document.Setting","1","{Setting}"
"83929-0","LP173019-3","Document.SubjectMatterDomain","1","Recreational therapy"
"83930-8","LP173394-0","Document.Kind","1","Consent"
"83930-8","LP173061-5","Document.Setting","1","{Setting}"
"83930-8","LP173021-9","Document.SubjectMatterDomain","1","Research"
"83931-6","LP173418-7","Document.Kind","1","Note"
"83931-6","LP173110-0","Document.TypeOfService","1","Consultation"
"83931-6","LP173061-5","Document.Setting","1","{Setting}"
"83931-6","LP173021-9","Document.SubjectMatterDomain","1","Research"
"83932-4","LP173418-7","Document.Kind","1","Note"
"83932-4","LP173221-5","Document.TypeOfService","1","Discharge summary"
"83932-4","LP173061-5","Document.Setting","1","{Setting}"
"83932-4","LP173021-9","Document.SubjectMatterDomain","1","Research"
"83933-2","LP173418-7","Document.Kind","1","Note"
"83933-2","LP173195-1","Document.TypeOfService","1","Evaluation and management of hypertension"
"83933-2","LP173061-5","Document.Setting","1","{Setting}"
"83933-2","LP173021-9","Document.SubjectMatterDomain","1","Research"
"83934-0","LP173418-7","Document.Kind","1","Note"
"83934-0","LP173204-1","Document.TypeOfService","1","Initial evaluation"
"83934-0","LP173061-5","Document.Setting","1","{Setting}"
"83934-0","LP173021-9","Document.SubjectMatterDomain","1","Research"
"83935-7","LP173418-7","Document.Kind","1","Note"
"83935-7","LP173231-4","Document.TypeOfService","1","Medication management"
"83935-7","LP173061-5","Document.Setting","1","{Setting}"
"83935-7","LP173021-9","Document.SubjectMatterDomain","1","Research"
"83936-5","LP173418-7","Document.Kind","1","Note"
"83936-5","LP173061-5","Document.Setting","1","{Setting}"
"83936-5","LP173021-9","Document.SubjectMatterDomain","1","Research"
"83936-5","LP173075-5","Document.Role","1","Nurse"
"83937-3","LP173418-7","Document.Kind","1","Note"
"83937-3","LP173051-6","Document.Setting","1","Outpatient"
"83937-3","LP173021-9","Document.SubjectMatterDomain","1","Research"
"83938-1","LP173418-7","Document.Kind","1","Note"
"83938-1","LP173234-8","Document.TypeOfService","1","Procedure"
"83938-1","LP173061-5","Document.Setting","1","{Setting}"
"83938-1","LP173021-9","Document.SubjectMatterDomain","1","Research"
"83939-9","LP173418-7","Document.Kind","1","Note"
"83939-9","LP173059-9","Document.Setting","1","Telephone encounter"
"83939-9","LP173021-9","Document.SubjectMatterDomain","1","Research"
"83940-7","LP173418-7","Document.Kind","1","Note"
"83940-7","LP173045-8","Document.Setting","1","Intensive care unit"
"83940-7","LP173022-7","Document.SubjectMatterDomain","1","Respiratory therapy"
"83941-5","LP173418-7","Document.Kind","1","Note"
"83941-5","LP173110-0","Document.TypeOfService","1","Consultation"
"83941-5","LP173056-5","Document.Setting","1","Patient's home"
"83941-5","LP173022-7","Document.SubjectMatterDomain","1","Respiratory therapy"
"83942-3","LP173418-7","Document.Kind","1","Note"
"83942-3","LP173056-5","Document.Setting","1","Patient's home"
"83942-3","LP173022-7","Document.SubjectMatterDomain","1","Respiratory therapy"
"83943-1","LP173418-7","Document.Kind","1","Note"
"83943-1","LP173065-6","Document.Setting","1","Hospital"
"83943-1","LP173022-7","Document.SubjectMatterDomain","1","Respiratory therapy"
"83944-9","LP173418-7","Document.Kind","1","Note"
"83944-9","LP173046-6","Document.Setting","1","Long term care facility"
"83944-9","LP173022-7","Document.SubjectMatterDomain","1","Respiratory therapy"
"83945-6","LP173418-7","Document.Kind","1","Note"
"83945-6","LP173051-6","Document.Setting","1","Outpatient"
"83945-6","LP173022-7","Document.SubjectMatterDomain","1","Respiratory therapy"
"83946-4","LP173418-7","Document.Kind","1","Note"
"83946-4","LP173059-9","Document.Setting","1","Telephone encounter"
"83946-4","LP173022-7","Document.SubjectMatterDomain","1","Respiratory therapy"
"83947-2","LP173418-7","Document.Kind","1","Note"
"83947-2","LP173065-6","Document.Setting","1","Hospital"
"83947-2","LP173023-5","Document.SubjectMatterDomain","1","Rheumatology"
"83948-0","LP173418-7","Document.Kind","1","Note"
"83948-0","LP173051-6","Document.Setting","1","Outpatient"
"83948-0","LP173023-5","Document.SubjectMatterDomain","1","Rheumatology"
"83949-8","LP173418-7","Document.Kind","1","Note"
"83949-8","LP173059-9","Document.Setting","1","Telephone encounter"
"83949-8","LP173023-5","Document.SubjectMatterDomain","1","Rheumatology"
"83950-6","LP173418-7","Document.Kind","1","Note"
"83950-6","LP173226-4","Document.TypeOfService","1","Transfer summary"
"83950-6","LP173061-5","Document.Setting","1","{Setting}"
"83950-6","LP173023-5","Document.SubjectMatterDomain","1","Rheumatology"
"83951-4","LP173418-7","Document.Kind","1","Note"
"83951-4","LP173127-4","Document.TypeOfService","1","Risk assessment and screening"
"83951-4","LP173061-5","Document.Setting","1","{Setting}"
"83951-4","LP173072-2","Document.Role","1","Interdisciplinary"
"83952-2","LP173418-7","Document.Kind","1","Note"
"83952-2","LP173065-6","Document.Setting","1","Hospital"
"83952-2","LP173082-1","Document.Role","1","Registered nurse"
"83953-0","LP173418-7","Document.Kind","1","Note"
"83953-0","LP173197-7","Document.TypeOfService","1","Evaluation and management of smoking cessation"
"83953-0","LP173061-5","Document.Setting","1","{Setting}"
"83953-0","LP173075-5","Document.Role","1","Nurse"
"83954-8","LP173418-7","Document.Kind","1","Note"
"83954-8","LP173205-8","Document.TypeOfService","1","Admission evaluation"
"83954-8","LP173061-5","Document.Setting","1","{Setting}"
"83954-8","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83955-5","LP173418-7","Document.Kind","1","Note"
"83955-5","LP173123-3","Document.TypeOfService","1","Annual evaluation"
"83955-5","LP173061-5","Document.Setting","1","{Setting}"
"83955-5","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83956-3","LP173418-7","Document.Kind","1","Note"
"83956-3","LP173221-5","Document.TypeOfService","1","Discharge summary"
"83956-3","LP173061-5","Document.Setting","1","{Setting}"
"83956-3","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83957-1","LP173418-7","Document.Kind","1","Note"
"83957-1","LP173047-4","Document.Setting","1","Custodial care facility"
"83957-1","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83958-9","LP173418-7","Document.Kind","1","Note"
"83958-9","LP173043-3","Document.Setting","1","Emergency department"
"83958-9","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83959-7","LP173418-7","Document.Kind","1","Note"
"83959-7","LP173198-5","Document.TypeOfService","1","History and physical"
"83959-7","LP173061-5","Document.Setting","1","{Setting}"
"83959-7","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83960-5","LP173418-7","Document.Kind","1","Note"
"83960-5","LP173110-0","Document.TypeOfService","1","Consultation"
"83960-5","LP173056-5","Document.Setting","1","Patient's home"
"83960-5","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83961-3","LP173418-7","Document.Kind","1","Note"
"83961-3","LP173221-5","Document.TypeOfService","1","Discharge summary"
"83961-3","LP173056-5","Document.Setting","1","Patient's home"
"83961-3","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83962-1","LP173418-7","Document.Kind","1","Note"
"83962-1","LP173204-1","Document.TypeOfService","1","Initial evaluation"
"83962-1","LP173056-5","Document.Setting","1","Patient's home"
"83962-1","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83963-9","LP173418-7","Document.Kind","1","Note"
"83963-9","LP173056-5","Document.Setting","1","Patient's home"
"83963-9","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83964-7","LP173418-7","Document.Kind","1","Note"
"83964-7","LP173238-9","Document.TypeOfService","1","Referral"
"83964-7","LP173056-5","Document.Setting","1","Patient's home"
"83964-7","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83965-4","LP173418-7","Document.Kind","1","Note"
"83965-4","LP173065-6","Document.Setting","1","Hospital"
"83965-4","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83966-2","LP173418-7","Document.Kind","1","Note"
"83966-2","LP173061-5","Document.Setting","1","{Setting}"
"83966-2","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83966-2","LP173072-2","Document.Role","1","Interdisciplinary"
"83967-0","LP173418-7","Document.Kind","1","Note"
"83967-0","LP173110-0","Document.TypeOfService","1","Consultation"
"83967-0","LP173046-6","Document.Setting","1","Long term care facility"
"83967-0","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83968-8","LP173418-7","Document.Kind","1","Note"
"83968-8","LP173221-5","Document.TypeOfService","1","Discharge summary"
"83968-8","LP173046-6","Document.Setting","1","Long term care facility"
"83968-8","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83969-6","LP173418-7","Document.Kind","1","Note"
"83969-6","LP173204-1","Document.TypeOfService","1","Initial evaluation"
"83969-6","LP173046-6","Document.Setting","1","Long term care facility"
"83969-6","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83970-4","LP173418-7","Document.Kind","1","Note"
"83970-4","LP173046-6","Document.Setting","1","Long term care facility"
"83970-4","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83971-2","LP173418-7","Document.Kind","1","Note"
"83971-2","LP173238-9","Document.TypeOfService","1","Referral"
"83971-2","LP173046-6","Document.Setting","1","Long term care facility"
"83971-2","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83972-0","LP173418-7","Document.Kind","1","Note"
"83972-0","LP173240-5","Document.TypeOfService","1","Respite"
"83972-0","LP173046-6","Document.Setting","1","Long term care facility"
"83972-0","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83973-8","LP173418-7","Document.Kind","1","Note"
"83973-8","LP173127-4","Document.TypeOfService","1","Risk assessment and screening"
"83973-8","LP173046-6","Document.Setting","1","Long term care facility"
"83973-8","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83974-6","LP173418-7","Document.Kind","1","Note"
"83974-6","LP173046-6","Document.Setting","1","Long term care facility"
"83974-6","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83974-6","LP173075-5","Document.Role","1","Nurse"
"83975-3","LP173418-7","Document.Kind","1","Note"
"83975-3","LP173113-4","Document.TypeOfService","1","Group counseling"
"83975-3","LP173051-6","Document.Setting","1","Outpatient"
"83975-3","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83976-1","LP173418-7","Document.Kind","1","Note"
"83976-1","LP173051-6","Document.Setting","1","Outpatient"
"83976-1","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83977-9","LP173418-7","Document.Kind","1","Note"
"83977-9","LP173233-0","Document.TypeOfService","1","Outreach"
"83977-9","LP173061-5","Document.Setting","1","{Setting}"
"83977-9","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83978-7","LP173418-7","Document.Kind","1","Note"
"83978-7","LP173240-5","Document.TypeOfService","1","Respite"
"83978-7","LP173061-5","Document.Setting","1","{Setting}"
"83978-7","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83979-5","LP173418-7","Document.Kind","1","Note"
"83979-5","LP173127-4","Document.TypeOfService","1","Risk assessment and screening"
"83979-5","LP173061-5","Document.Setting","1","{Setting}"
"83979-5","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83980-3","LP173418-7","Document.Kind","1","Note"
"83980-3","LP173061-5","Document.Setting","1","{Setting}"
"83980-3","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83980-3","LP173073-0","Document.Role","1","Team"
"83981-1","LP173418-7","Document.Kind","1","Note"
"83981-1","LP173226-4","Document.TypeOfService","1","Transfer summary"
"83981-1","LP173061-5","Document.Setting","1","{Setting}"
"83981-1","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83982-9","LP173418-7","Document.Kind","1","Note"
"83982-9","LP173227-2","Document.TypeOfService","1","Transplant candidate evaluation"
"83982-9","LP173061-5","Document.Setting","1","{Setting}"
"83982-9","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83983-7","LP173418-7","Document.Kind","1","Note"
"83983-7","LP173209-0","Document.TypeOfService","1","Plan of care"
"83983-7","LP173061-5","Document.Setting","1","{Setting}"
"83983-7","LP173024-3","Document.SubjectMatterDomain","1","Social work"
"83983-7","LP173072-2","Document.Role","1","Interdisciplinary"
"83984-5","LP173418-7","Document.Kind","1","Note"
"83984-5","LP173110-0","Document.TypeOfService","1","Consultation"
"83984-5","LP173061-5","Document.Setting","1","{Setting}"
"83984-5","LP173025-0","Document.SubjectMatterDomain","1","Speech-language pathology"
"83985-2","LP173418-7","Document.Kind","1","Note"
"83985-2","LP173046-6","Document.Setting","1","Long term care facility"
"83985-2","LP173025-0","Document.SubjectMatterDomain","1","Speech-language pathology"
"83986-0","LP173418-7","Document.Kind","1","Note"
"83986-0","LP173127-4","Document.TypeOfService","1","Risk assessment and screening"
"83986-0","LP173061-5","Document.Setting","1","{Setting}"
"83986-0","LP173025-0","Document.SubjectMatterDomain","1","Speech-language pathology"
"83987-8","LP173418-7","Document.Kind","1","Note"
"83987-8","LP173061-5","Document.Setting","1","{Setting}"
"83987-8","LP173025-0","Document.SubjectMatterDomain","1","Speech-language pathology"
"83987-8","LP173073-0","Document.Role","1","Team"
"83988-6","LP173418-7","Document.Kind","1","Note"
"83988-6","LP173059-9","Document.Setting","1","Telephone encounter"
"83988-6","LP173025-0","Document.SubjectMatterDomain","1","Speech-language pathology"
"83989-4","LP173418-7","Document.Kind","1","Note"
"83989-4","LP173205-8","Document.TypeOfService","1","Admission evaluation"
"83989-4","LP173061-5","Document.Setting","1","{Setting}"
"83989-4","LP173026-8","Document.SubjectMatterDomain","1","Spinal cord injury medicine"
"83990-2","LP173418-7","Document.Kind","1","Note"
"83990-2","LP173123-3","Document.TypeOfService","1","Annual evaluation"
"83990-2","LP173061-5","Document.Setting","1","{Setting}"
"83990-2","LP173026-8","Document.SubjectMatterDomain","1","Spinal cord injury medicine"
"83991-0","LP173418-7","Document.Kind","1","Note"
"83991-0","LP173099-5","Document.TypeOfService","1","Conference"
"83991-0","LP173061-5","Document.Setting","1","{Setting}"
"83991-0","LP173026-8","Document.SubjectMatterDomain","1","Spinal cord injury medicine"
"83992-8","LP173418-7","Document.Kind","1","Note"
"83992-8","LP173110-0","Document.TypeOfService","1","Consultation"
"83992-8","LP173061-5","Document.Setting","1","{Setting}"
"83992-8","LP173026-8","Document.SubjectMatterDomain","1","Spinal cord injury medicine"
"83993-6","LP173418-7","Document.Kind","1","Note"
"83993-6","LP173221-5","Document.TypeOfService","1","Discharge summary"
"83993-6","LP173061-5","Document.Setting","1","{Setting}"
"83993-6","LP173026-8","Document.SubjectMatterDomain","1","Spinal cord injury medicine"
"83994-4","LP173418-7","Document.Kind","1","Note"
"83994-4","LP173117-5","Document.TypeOfService","1","Education"
"83994-4","LP173061-5","Document.Setting","1","{Setting}"
"83994-4","LP173026-8","Document.SubjectMatterDomain","1","Spinal cord injury medicine"
"83995-1","LP173418-7","Document.Kind","1","Note"
"83995-1","LP173198-5","Document.TypeOfService","1","History and physical"
"83995-1","LP173061-5","Document.Setting","1","{Setting}"
"83995-1","LP173026-8","Document.SubjectMatterDomain","1","Spinal cord injury medicine"
"83996-9","LP173418-7","Document.Kind","1","Note"
"83996-9","LP173110-0","Document.TypeOfService","1","Consultation"
"83996-9","LP173056-5","Document.Setting","1","Patient's home"
"83996-9","LP173026-8","Document.SubjectMatterDomain","1","Spinal cord injury medicine"
"83997-7","LP173418-7","Document.Kind","1","Note"
"83997-7","LP173056-5","Document.Setting","1","Patient's home"
"83997-7","LP173026-8","Document.SubjectMatterDomain","1","Spinal cord injury medicine"
"83998-5","LP173418-7","Document.Kind","1","Note"
"83998-5","LP173204-1","Document.TypeOfService","1","Initial evaluation"
"83998-5","LP173061-5","Document.Setting","1","{Setting}"
"83998-5","LP173026-8","Document.SubjectMatterDomain","1","Spinal cord injury medicine"
"83999-3","LP173418-7","Document.Kind","1","Note"
"83999-3","LP173065-6","Document.Setting","1","Hospital"
"83999-3","LP173026-8","Document.SubjectMatterDomain","1","Spinal cord injury medicine"
"84000-9","LP173418-7","Document.Kind","1","Note"
"84000-9","LP173061-5","Document.Setting","1","{Setting}"
"84000-9","LP173026-8","Document.SubjectMatterDomain","1","Spinal cord injury medicine"
"84000-9","LP173072-2","Document.Role","1","Interdisciplinary"
"84001-7","LP173418-7","Document.Kind","1","Note"
"84001-7","LP173061-5","Document.Setting","1","{Setting}"
"84001-7","LP173026-8","Document.SubjectMatterDomain","1","Spinal cord injury medicine"
"84002-5","LP173418-7","Document.Kind","1","Note"
"84002-5","LP173061-5","Document.Setting","1","{Setting}"
"84002-5","LP173026-8","Document.SubjectMatterDomain","1","Spinal cord injury medicine"
"84002-5","LP173075-5","Document.Role","1","Nurse"
"84003-3","LP173418-7","Document.Kind","1","Note"
"84003-3","LP173051-6","Document.Setting","1","Outpatient"
"84003-3","LP173026-8","Document.SubjectMatterDomain","1","Spinal cord injury medicine"
"84003-3","LP173075-5","Document.Role","1","Nurse"
"84004-1","LP173418-7","Document.Kind","1","Note"
"84004-1","LP173123-3","Document.TypeOfService","1","Annual evaluation"
"84004-1","LP173051-6","Document.Setting","1","Outpatient"
"84004-1","LP173026-8","Document.SubjectMatterDomain","1","Spinal cord injury medicine"
"84005-8","LP173418-7","Document.Kind","1","Note"
"84005-8","LP173051-6","Document.Setting","1","Outpatient"
"84005-8","LP173026-8","Document.SubjectMatterDomain","1","Spinal cord injury medicine"
"84006-6","LP173418-7","Document.Kind","1","Note"
"84006-6","LP173234-8","Document.TypeOfService","1","Procedure"
"84006-6","LP173061-5","Document.Setting","1","{Setting}"
"84006-6","LP173026-8","Document.SubjectMatterDomain","1","Spinal cord injury medicine"
"84007-4","LP173418-7","Document.Kind","1","Note"
"84007-4","LP173127-4","Document.TypeOfService","1","Risk assessment and screening"
"84007-4","LP173061-5","Document.Setting","1","{Setting}"
"84007-4","LP173026-8","Document.SubjectMatterDomain","1","Spinal cord injury medicine"
"84008-2","LP173418-7","Document.Kind","1","Note"
"84008-2","LP173061-5","Document.Setting","1","{Setting}"
"84008-2","LP173026-8","Document.SubjectMatterDomain","1","Spinal cord injury medicine"
"84008-2","LP173073-0","Document.Role","1","Team"
"84009-0","LP173418-7","Document.Kind","1","Note"
"84009-0","LP173058-1","Document.Setting","1","Telehealth"
"84009-0","LP173026-8","Document.SubjectMatterDomain","1","Spinal cord injury medicine"
"84010-8","LP173418-7","Document.Kind","1","Note"
"84010-8","LP173059-9","Document.Setting","1","Telephone encounter"
"84010-8","LP173026-8","Document.SubjectMatterDomain","1","Spinal cord injury medicine"
"84011-6","LP173418-7","Document.Kind","1","Note"
"84011-6","LP173209-0","Document.TypeOfService","1","Plan of care"
"84011-6","LP173061-5","Document.Setting","1","{Setting}"
"84011-6","LP173026-8","Document.SubjectMatterDomain","1","Spinal cord injury medicine"
"84011-6","LP173072-2","Document.Role","1","Interdisciplinary"
"84012-4","LP173418-7","Document.Kind","1","Note"
"84012-4","LP173205-8","Document.TypeOfService","1","Admission evaluation"
"84012-4","LP173045-8","Document.Setting","1","Intensive care unit"
"84012-4","LP173028-4","Document.SubjectMatterDomain","1","Surgery"
"84013-2","LP173418-7","Document.Kind","1","Note"
"84013-2","LP173221-5","Document.TypeOfService","1","Discharge summary"
"84013-2","LP173045-8","Document.Setting","1","Intensive care unit"
"84013-2","LP173028-4","Document.SubjectMatterDomain","1","Surgery"
"84014-0","LP173418-7","Document.Kind","1","Note"
"84014-0","LP173045-8","Document.Setting","1","Intensive care unit"
"84014-0","LP173028-4","Document.SubjectMatterDomain","1","Surgery"
"84015-7","LP173418-7","Document.Kind","1","Note"
"84015-7","LP173234-8","Document.TypeOfService","1","Procedure"
"84015-7","LP173045-8","Document.Setting","1","Intensive care unit"
"84015-7","LP173028-4","Document.SubjectMatterDomain","1","Surgery"
"84016-5","LP173418-7","Document.Kind","1","Note"
"84016-5","LP173226-4","Document.TypeOfService","1","Transfer summary"
"84016-5","LP173045-8","Document.Setting","1","Intensive care unit"
"84016-5","LP173028-4","Document.SubjectMatterDomain","1","Surgery"
"84017-3","LP173418-7","Document.Kind","1","Note"
"84017-3","LP173221-5","Document.TypeOfService","1","Discharge summary"
"84017-3","LP173061-5","Document.Setting","1","{Setting}"
"84017-3","LP173028-4","Document.SubjectMatterDomain","1","Surgery"
"84018-1","LP173418-7","Document.Kind","1","Note"
"84018-1","LP173221-5","Document.TypeOfService","1","Discharge summary"
"84018-1","LP173051-6","Document.Setting","1","Outpatient"
"84018-1","LP173028-4","Document.SubjectMatterDomain","1","Surgery"
"84019-9","LP173418-7","Document.Kind","1","Note"
"84019-9","LP173198-5","Document.TypeOfService","1","History and physical"
"84019-9","LP173051-6","Document.Setting","1","Outpatient"
"84019-9","LP173028-4","Document.SubjectMatterDomain","1","Surgery"
"84020-7","LP173418-7","Document.Kind","1","Note"
"84020-7","LP173214-0","Document.TypeOfService","1","Surgical operation"
"84020-7","LP173051-6","Document.Setting","1","Outpatient"
"84020-7","LP173028-4","Document.SubjectMatterDomain","1","Surgery"
"84021-5","LP173418-7","Document.Kind","1","Note"
"84021-5","LP173234-8","Document.TypeOfService","1","Procedure"
"84021-5","LP173051-6","Document.Setting","1","Outpatient"
"84021-5","LP173028-4","Document.SubjectMatterDomain","1","Surgery"
"84022-3","LP173418-7","Document.Kind","1","Note"
"84022-3","LP173059-9","Document.Setting","1","Telephone encounter"
"84022-3","LP173028-4","Document.SubjectMatterDomain","1","Surgery"
"84023-1","LP173418-7","Document.Kind","1","Note"
"84023-1","LP173099-5","Document.TypeOfService","1","Conference"
"84023-1","LP173061-5","Document.Setting","1","{Setting}"
"84023-1","LP173073-0","Document.Role","1","Team"
"84024-9","LP173418-7","Document.Kind","1","Note"
"84024-9","LP173221-5","Document.TypeOfService","1","Discharge summary"
"84024-9","LP173061-5","Document.Setting","1","{Setting}"
"84024-9","LP173073-0","Document.Role","1","Team"
"84025-6","LP173418-7","Document.Kind","1","Note"
"84025-6","LP173047-4","Document.Setting","1","Custodial care facility"
"84025-6","LP173073-0","Document.Role","1","Team"
"84026-4","LP173418-7","Document.Kind","1","Note"
"84026-4","LP173099-5","Document.TypeOfService","1","Conference"
"84026-4","LP173056-5","Document.Setting","1","Patient's home"
"84026-4","LP173073-0","Document.Role","1","Team"
"84027-2","LP173418-7","Document.Kind","1","Note"
"84027-2","LP173056-5","Document.Setting","1","Patient's home"
"84027-2","LP173073-0","Document.Role","1","Team"
"84028-0","LP173417-9","Document.Kind","1","Letter"
"84028-0","LP173061-5","Document.Setting","1","{Setting}"
"84028-0","LP173073-0","Document.Role","1","Team"
"84029-8","LP173418-7","Document.Kind","1","Note"
"84029-8","LP173099-5","Document.TypeOfService","1","Conference"
"84029-8","LP173046-6","Document.Setting","1","Long term care facility"
"84029-8","LP173073-0","Document.Role","1","Team"
"84030-6","LP173418-7","Document.Kind","1","Note"
"84030-6","LP173046-6","Document.Setting","1","Long term care facility"
"84030-6","LP173073-0","Document.Role","1","Team"
"84031-4","LP173418-7","Document.Kind","1","Note"
"84031-4","LP173238-9","Document.TypeOfService","1","Referral"
"84031-4","LP173046-6","Document.Setting","1","Long term care facility"
"84031-4","LP173073-0","Document.Role","1","Team"
"84032-2","LP173418-7","Document.Kind","1","Note"
"84032-2","LP173051-6","Document.Setting","1","Outpatient"
"84032-2","LP173073-0","Document.Role","1","Team"
"84033-0","LP173418-7","Document.Kind","1","Note"
"84033-0","LP173059-9","Document.Setting","1","Telephone encounter"
